post_id,title,url,code,source_len,valid_dcv5_profile,public_fallback_marker,public_dcv5_marker,internal_text_visible,result
2047,"Domaći Bratwurst",https://drycured.com/recepti-baza/domaci-bratwurst/,MD-DOMACI_BRATWURST,3704,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2049,"Hausmacher Mettwurst (Domaća dimljena kobasica za mazanje)",https://drycured.com/recepti-baza/hausmacher-mettwurst-domaca-dimljena-kobasica-za-mazanje/,MD-HAUSMACHER_METTWURST_DOMACA_DIMLJENA_KOBASICA_ZA_MAZANJE,4079,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2051,"ŠKOTSKI LORNE SAUSAGE (ČETVRTASTI KOBASIČASTI ODREZAK)",https://drycured.com/recepti-baza/skotski-lorne-sausage-cetvrtasti-kobasicasti-odrezak/,MD-SKOTSKI_LORNE_SAUSAGE_CETVRTASTI_KOBASICASTI_ODREZAK,4267,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2052,"Jamón Ibérico de Bellota - Iberijski Pršut od Žira",https://drycured.com/recepti-baza/jamon-iberico-de-bellota-iberijski-prsut-od-zira/,MD-JAMON_IBERICO_DE_BELLOTA_IBERIJSKI_PRSUT_OD_ZIRA,3757,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2053,"Chorizo de Pamplona - Čorizo iz Pamplone",https://drycured.com/recepti-baza/chorizo-de-pamplona-corizo-iz-pamplone/,MD-CHORIZO_DE_PAMPLONA_CORIZO_IZ_PAMPLONE,4504,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2055,"Coppa Piacentina - Piacentinska Coppa",https://drycured.com/recepti-baza/coppa-piacentina-piacentinska-coppa/,MD-COPPA_PIACENTINA_PIACENTINSKA_COPPA,3950,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2056,"Nduja Calabrese - Kalabrijska Nduja",https://drycured.com/recepti-baza/nduja-calabrese-kalabrijska-nduja/,MD-NDUJA_CALABRESE_KALABRIJSKA_NDUJA,3775,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2057,"Bresaola Valtellinese - Valtelinska Bresaola",https://drycured.com/recepti-baza/bresaola-valtellinese-valtelinska-bresaola/,MD-BRESAOLA_VALTELLINESE_VALTELINSKA_BRESAOLA,3710,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2058,"Guanciale Romano - Rimski Guanciale",https://drycured.com/recepti-baza/guanciale-romano-rimski-guanciale/,MD-GUANCIALE_ROMANO_RIMSKI_GUANCIALE,3831,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2059,"SALAME MILANO - MILANSKA SALAMA",https://drycured.com/recepti-baza/salame-milano-milanska-salama/,MD-SALAME_MILANO_MILANSKA_SALAMA,4400,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2060,"SOPPRESSATA CALABRESE - KALABRIJSKA SOPPRESSATA",https://drycured.com/recepti-baza/soppressata-calabrese-kalabrijska-soppressata/,MD-SOPPRESSATA_CALABRESE_KALABRIJSKA_SOPPRESSATA,4071,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2061,"PROSCIUTTO DI PARMA - PARMSKA ŠUNKA",https://drycured.com/recepti-baza/prosciutto-di-parma-parmska-sunka/,MD-PROSCIUTTO_DI_PARMA_PARMSKA_SUNKA,3344,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2062,"PANCETTA ARROTOLATA - ROLANA PANCETA",https://drycured.com/recepti-baza/pancetta-arrotolata-rolana-panceta/,MD-PANCETTA_ARROTOLATA_ROLANA_PANCETA,3816,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2063,"FINOCCHIONA TOSCANA - TOSKANSKA KOBASICA S KOMORAČEM",https://drycured.com/recepti-baza/finocchiona-toscana-toskanska-kobasica-s-komoracem/,MD-FINOCCHIONA_TOSCANA_TOSKANSKA_KOBASICA_S_KOMORACEM,4344,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2064,"COPPA (CAPOCOLLO) - TALIJANSKA VRATINA",https://drycured.com/recepti-baza/coppa-capocollo-talijanska-vratina/,MD-COPPA_CAPOCOLLO_TALIJANSKA_VRATINA,3766,YES,NO,YES,NO,OK_DCV5_NOT_TOUCHED
2072,"Njeguški pršut",https://drycured.com/recepti-baza/njeguski-prsut/,MD-NJEGUSKI_PRSUT,3257,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2075,"Vrgorački kulen iz zaboravljenih recepata",https://drycured.com/recepti-baza/vrgoracki-kulen-iz-zaboravljenih-recepata/,MD-VRGORACKI_KULEN_IZ_ZABORAVLJENIH_RECEPATA,3995,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2076,"Senjska Morska Panceta ""Bura Intenzitet""",https://drycured.com/recepti-baza/senjska-morska-panceta-bura-intenzitet/,MD-SENJSKA_MORSKA_PANCETA_BURA_INTENZITET,3370,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2078,"ANDOUILLE DE VIRE",https://drycured.com/recepti-baza/andouille-de-vire/,MD-ANDOUILLE_DE_VIRE,4161,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2079,"COPPA CORSE",https://drycured.com/recepti-baza/coppa-corse/,MD-COPPA_CORSE,3900,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2080,"SAUCISSE DE MORTEAU",https://drycured.com/recepti-baza/saucisse-de-morteau/,MD-SAUCISSE_DE_MORTEAU,4163,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2086,"Prekomurska Slaninska Rolada ""Trnčova""",https://drycured.com/recepti-baza/prekomurska-slaninska-rolada-trncova/,MD-PREKOMURSKA_SLANINSKA_ROLADA_TRNCOVA,3340,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2088,"Koprivnička Kulen",https://drycured.com/recepti-baza/koprivnicka-kulen/,MD-KOPRIVNICKA_KULEN,3955,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2089,"KABANOSY (TANKE SUHE KOBASICE)",https://drycured.com/recepti-baza/kabanosy-tanke-suhe-kobasice/,MD-KABANOSY_TANKE_SUHE_KOBASICE,4151,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2092,"Crikvenička Panceta",https://drycured.com/recepti-baza/crikvenicka-panceta/,MD-CRIKVENICKA_PANCETA,3249,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2093,"Stara Koprivnička Salama ""Šokačka Priča""",https://drycured.com/recepti-baza/stara-koprivnicka-salama-sokacka-prica/,MD-STARA_KOPRIVNICKA_SALAMA_SOKACKA_PRICA,4115,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2094,"Pitomački ""Divlji Kulen""",https://drycured.com/recepti-baza/pitomacki-divlji-kulen/,MD-PITOMACKI_DIVLJI_KULEN,3995,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2096,"SLĂNINĂ AFUMATĂ (Dimljena slanina)",https://drycured.com/recepti-baza/slanina-afumata-dimljena-slanina/,MD-SL_NIN_AFUMAT_DIMLJENA_SLANINA,3643,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2097,"CHIȘCĂ (Puhana želuca s krvlju)",https://drycured.com/recepti-baza/chisca-puhana-zeluca-s-krvlju/,MD-CHI_C_PUHANA_ZELUCA_S_KRVLJU,3895,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2100,"Miholjačka Začinska Salama",https://drycured.com/recepti-baza/miholjacka-zacinska-salama/,MD-MIHOLJACKA_ZACINSKA_SALAMA,3963,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2101,"Vinkovački Slavonski Kulen - Stara obiteljska receptura",https://drycured.com/recepti-baza/vinkovacki-slavonski-kulen-stara-obiteljska-receptura/,MD-VINKOVACKI_SLAVONSKI_KULEN_STARA_OBITELJSKA_RECEPTURA,4105,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2102,"Slovačka slanina (Slovenská slanina)",https://drycured.com/recepti-baza/slovacka-slanina-slovenska-slanina/,MD-SLOVACKA_SLANINA_SLOVENSKA_SLANINA,3485,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2103,"Kranjska klobasa (Kranjska kobasica)",https://drycured.com/recepti-baza/kranjska-klobasa-kranjska-kobasica/,MD-KRANJSKA_KLOBASA_KRANJSKA_KOBASICA,4072,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2104,"Kraški pršut",https://drycured.com/recepti-baza/kraski-prsut/,MD-KRASKI_PRSUT,3270,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2106,"Gorenjska zaseka",https://drycured.com/recepti-baza/gorenjska-zaseka/,MD-GORENJSKA_ZASEKA,3534,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2107,"Vipavska panceta",https://drycured.com/recepti-baza/vipavska-panceta/,MD-VIPAVSKA_PANCETA,3704,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2108,"Tolminska salama",https://drycured.com/recepti-baza/tolminska-salama/,MD-TOLMINSKA_SALAMA,4277,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2110,"Crnogorska Slanina (Durmitorska panćeta)",https://drycured.com/recepti-baza/crnogorska-slanina-durmitorska-panceta/,MD-CRNOGORSKA_SLANINA_DURMITORSKA_PANCETA,3320,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2111,"LANDJÄGER (TRADICIONALNE DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/landjager-tradicionalne-dimljene-kobasice/,MD-LANDJAGER_TRADICIONALNE_DIMLJENE_KOBASICE,4138,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2113,"VACHERIN FRIBOURGEOIS METTWURST (DIMLJENA KOBASICA S ALPSKIM SIROM)",https://drycured.com/recepti-baza/vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom/,MD-VACHERIN_FRIBOURGEOIS_METTWURST_DIMLJENA_KOBASICA_S_ALPSKIM_SIROM,4251,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2115,"BRESAOLA DELLA VALTELLINA",https://drycured.com/recepti-baza/bresaola-della-valtellina/,MD-BRESAOLA_DELLA_VALTELLINA,3511,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2116,"COPPA PIACENTINA",https://drycured.com/recepti-baza/coppa-piacentina/,MD-COPPA_PIACENTINA,3777,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2353,"Pastërma (Albansko suho meso)",https://drycured.com/recepti-baza/pasterma-albansko-suho-meso/,MD-PASTERMA_ALBANSKO_SUHO_MESO,3504,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2355,"Proshuta Shqiptare – albanska pršuta",https://drycured.com/recepti-baza/proshuta-shqiptare-albanska-prsuta/,MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,3494,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2359,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",https://drycured.com/recepti-baza/vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,3466,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2398,"Traditionele Droge Worst (Klasična suha kobasica)",https://drycured.com/recepti-baza/traditionele-droge-worst-klasicna-suha-kobasica/,MD-TRADITIONELE_DROGE_WORST_KLASICNA_SUHA_KOBASICA,4004,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2399,"Rookworst (Dimljena kobasica)",https://drycured.com/recepti-baza/rookworst-dimljena-kobasica/,MD-ROOKWORST_DIMLJENA_KOBASICA,3958,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2428,"Durmitorska kastradina",https://drycured.com/recepti-baza/durmitorska-kastradina/,MD-DURMITORSKA_KASTRADINA,3504,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2430,"Vasojevićka preukuša",https://drycured.com/recepti-baza/vasojevicka-preukusa/,MD-VASOJEVICKA_PREUKUSA,4092,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2432,"Kučka pršura",https://drycured.com/recepti-baza/kucka-prsura/,MD-KUCKA_PRSURA,3730,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2434,"Crnogorska kobasica",https://drycured.com/recepti-baza/crnogorska-kobasica/,MD-CRNOGORSKA_KOBASICA,3959,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2435,"Crnogorska stelja",https://drycured.com/recepti-baza/crnogorska-stelja/,MD-CRNOGORSKA_STELJA,3453,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2440,"Splitski Maestral Narezak",https://drycured.com/recepti-baza/splitski-maestral-narezak/,MD-SPLITSKI_MAESTRAL_NAREZAK,3485,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2441,"Trogirski Zephyr",https://drycured.com/recepti-baza/trogirski-zephyr/,MD-TROGIRSKI_ZEPHYR,3442,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2442,"Makarski Jugo Narezak",https://drycured.com/recepti-baza/makarski-jugo-narezak/,MD-MAKARSKI_JUGO_NAREZAK,3474,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2445,"Hvarski stolen (zaboravljena delicija)",https://drycured.com/recepti-baza/hvarski-stolen-zaboravljena-delicija/,MD-HVARSKI_STOLEN_ZABORAVLJENA_DELICIJA,3461,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2449,"Ribbenssteg (Danska dimljena svinjska rebra)",https://drycured.com/recepti-baza/ribbenssteg-danska-dimljena-svinjska-rebra/,MD-RIBBENSSTEG_DANSKA_DIMLJENA_SVINJSKA_REBRA,3735,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2450,"Bayonneskinke (Danska zasoljena i dimljena šunka)",https://drycured.com/recepti-baza/bayonneskinke-danska-zasoljena-i-dimljena-sunka/,MD-BAYONNESKINKE_DANSKA_ZASOLJENA_I_DIMLJENA_SUNKA,3729,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2456,"Spegeskinke (Danska sušena šunka)",https://drycured.com/recepti-baza/spegeskinke-danska-susena-sunka/,MD-SPEGESKINKE_DANSKA_SUSENA_SUNKA,3551,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2458,"Crubeens (Salamurena i dimljena svinjska stopala)",https://drycured.com/recepti-baza/crubeens-salamurena-i-dimljena-svinjska-stopala/,MD-CRUBEENS_SALAMURENA_I_DIMLJENA_SVINJSKA_STOPALA,4131,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2464,"StarohrvatskiMore-Kopno Salamet (Salama Maritima)",https://drycured.com/recepti-baza/starohrvatskimore-kopno-salamet-salama-maritima/,MD-STAROHRVATSKIMORE_KOPNO_SALAMET_SALAMA_MARITIMA,4075,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2465,"Krčki Ovčji Dimljeni Raritet",https://drycured.com/recepti-baza/krcki-ovcji-dimljeni-raritet/,MD-KRCKI_OVCJI_DIMLJENI_RARITET,3483,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2466,"Kvarnerski Divovski Salamet",https://drycured.com/recepti-baza/kvarnerski-divovski-salamet/,MD-KVARNERSKI_DIVOVSKI_SALAMET,3900,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2468,"Lincolnshire kobasica",https://drycured.com/recepti-baza/lincolnshire-kobasica/,MD-LINCOLNSHIRE_KOBASICA,4313,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2470,"Bath Chaps (ukiseljene svinjske obrazine)",https://drycured.com/recepti-baza/bath-chaps-ukiseljene-svinjske-obrazine/,MD-BATH_CHAPS_UKISELJENE_SVINJSKE_OBRAZINE,4044,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2474,"Tradicionalna engleska šunka (Wiltshire Ham)",https://drycured.com/recepti-baza/tradicionalna-engleska-sunka-wiltshire-ham/,MD-TRADICIONALNA_ENGLESKA_SUNKA_WILTSHIRE_HAM,3828,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2476,"Engleski pork pie (svinjetina u tijestu)",https://drycured.com/recepti-baza/engleski-pork-pie-svinjetina-u-tijestu/,MD-ENGLESKI_PORK_PIE_SVINJETINA_U_TIJESTU,4171,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2478,"Suitsink (Dimljena svinjska šunka)",https://drycured.com/recepti-baza/suitsink-dimljena-svinjska-sunka/,MD-SUITSINK_DIMLJENA_SVINJSKA_SUNKA,3528,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2480,"Talleliha (Polutrajno sušena govedina)",https://drycured.com/recepti-baza/talleliha-polutrajno-susena-govedina/,MD-TALLELIHA_POLUTRAJNO_SUSENA_GOVEDINA,3637,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2481,"Sealiha õlis (Svinjsko meso u ulju)",https://drycured.com/recepti-baza/sealiha-olis-svinjsko-meso-u-ulju/,MD-SEALIHA_OLIS_SVINJSKO_MESO_U_ULJU,3810,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2501,"Slovačka Klobása (Slovenská Klobása)",https://drycured.com/recepti-baza/slovacka-klobasa-slovenska-klobasa/,MD-SLOVACKA_KLOBASA_SLOVENSKA_KLOBASA,4324,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2503,"RIIPUTETTU HIRVENLIHA (SUHO-ZRELA JELENOVINA)",https://drycured.com/recepti-baza/riiputettu-hirvenliha-suho-zrela-jelenovina/,MD-RIIPUTETTU_HIRVENLIHA_SUHO_ZRELA_JELENOVINA,3535,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2504,"SAVUSIIKA (DIMLJENI SIIKA - BIJELA RIBA)",https://drycured.com/recepti-baza/savusiika-dimljeni-siika-bijela-riba/,MD-SAVUSIIKA_DIMLJENI_SIIKA_BIJELA_RIBA,3568,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2505,"METSOPAISTI (SUHO-SALAMURENI TETRIJEB)",https://drycured.com/recepti-baza/metsopaisti-suho-salamureni-tetrijeb/,MD-METSOPAISTI_SUHO_SALAMURENI_TETRIJEB,4003,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2506,"LAMPAAN ILMAKUIVATTU KYLKI (ZRAČNO-SUŠENA JANJEĆJA PRSA)",https://drycured.com/recepti-baza/lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa/,MD-LAMPAAN_ILMAKUIVATTU_KYLKI_ZRACNO_SUSENA_JANJECJA_PRSA,3604,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2508,"SAVUPORONLIHA (DIMLJENO SOBOVO MESO)",https://drycured.com/recepti-baza/savuporonliha-dimljeno-sobovo-meso/,MD-SAVUPORONLIHA_DIMLJENO_SOBOVO_MESO,3508,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2510,"ILMAKUIVATTU PORONPAISTI (ZRAČNO-SUŠENI SOBOV BUT)",https://drycured.com/recepti-baza/ilmakuivattu-poronpaisti-zracno-suseni-sobov-but/,MD-ILMAKUIVATTU_PORONPAISTI_ZRACNO_SUSENI_SOBOV_BUT,3540,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2511,"GRAAVILOHI (GRAVLAX - FINSKI MARINIRANI LOSOS)",https://drycured.com/recepti-baza/graavilohi-gravlax-finski-marinirani-losos/,MD-GRAAVILOHI_GRAVLAX_FINSKI_MARINIRANI_LOSOS,3601,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2513,"LONZO CORSE",https://drycured.com/recepti-baza/lonzo-corse/,MD-LONZO_CORSE,4156,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2525,"Dulse and Yellowman Bacon (Slanina s morskom travom)",https://drycured.com/recepti-baza/dulse-and-yellowman-bacon-slanina-s-morskom-travom/,MD-DULSE_AND_YELLOWMAN_BACON_SLANINA_S_MORSKOM_TRAVOM,3578,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2526,"Caillín Báin (Bieli spek - Irska verzija slanine sa začinima)",https://drycured.com/recepti-baza/caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima/,MD-CAILLIN_BAIN_BIELI_SPEK_IRSKA_VERZIJA_SLANINE_SA_ZACINIMA,3800,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2527,"Marrowbone Roll (Rolana kobasica s koštanom srži)",https://drycured.com/recepti-baza/marrowbone-roll-rolana-kobasica-s-kostanom-srzi/,MD-MARROWBONE_ROLL_ROLANA_KOBASICA_S_KOSTANOM_SRZI,4217,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2529,"Irski soljena govedina (Corned Beef)",https://drycured.com/recepti-baza/irski-soljena-govedina-corned-beef/,MD-IRSKI_SOLJENA_GOVEDINA_CORNED_BEEF,3501,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2530,"Irska šunka u pivu (Beer-Cured Ham)",https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,MD-IRSKA_SUNKA_U_PIVU_BEER_CURED_HAM,3557,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2533,"Bjúgu (Islandska dimljena kobasica)",https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,MD-BJUGU_ISLANDSKA_DIMLJENA_KOBASICA,4144,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2540,"Hrútspungar (Prešana janjeća muda)",https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,MD-HRUTSPUNGAR_PRESANA_JANJECA_MUDA,3601,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2543,"Lundabaggar (Dimljena prskalina od janjetine)",https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,MD-LUNDABAGGAR_DIMLJENA_PRSKALINA_OD_JANJETINE,3653,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
2544,"Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine)",https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,MD-MOLDAVSKA_CARNA_I_DE_OAIE_KOBASICA_OD_OVCETINE,4463,NO,YES,NO,NO,OK_PUBLIC_FALLBACK_RENDERED
