ID,post_title,post_status,meta_key,meta_length,json_valid,preview
1986,"LARDO DI COLONNATA",publish,_dry_recipe_image_url,0,no,
1986,"LARDO DI COLONNATA",publish,_dry_recipe_preview_mode,0,no,
1986,"LARDO DI COLONNATA",publish,_dry_recipe_preview_source_post_id,0,no,
1986,"LARDO DI COLONNATA",publish,_dry_recipe_public_update_allowed,0,no,
1986,"LARDO DI COLONNATA",publish,_dry_recipe_public_verified,0,no,
1986,"LARDO DI COLONNATA",publish,_dry_recipe_private_clone_status,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_id,21,no,MD-MORTADELLA_BOLOGNA
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_full_markdown,4284,no,"## MORTADELLA BOLOGNA MORTADELLA BOLOGNA pripada tradiciji područja Bologna / Emilia-Romagna, Italija. Radi se kao suha kobasica od svinjetina/svinjski proizvodi, riba/morski proizvodi, uz soljenje, začinjavanje, punjenje u omotač te kontrolirano sušenje, dimljenje ili zrenje prema tipu proizvoda. R"
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_sections,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_verified_process,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_image_url,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_preview_mode,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_preview_source_post_id,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_public_update_allowed,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_public_verified,0,no,
1987,"MORTADELLA BOLOGNA",private,_dry_recipe_private_clone_status,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_id,22,no,MD-SOPPRESSA_VICENTINA
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_full_markdown,3806,no,"## SOPPRESSA VICENTINA SOPPRESSA VICENTINA pripada skupini suhomesnatih i mesnih prerađevina. Recept je prilagođen šarži od 10 kg osnovne sirovine, s jasnim omjerima, postupkom i kontrolnim točkama za sigurnu izradu. ### Radni sažetak - Šarža: 10 kg osnovne sirovine ili mesne smjese. - Tip proizvoda"
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_sections,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_verified_process,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_image_url,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_preview_mode,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_preview_source_post_id,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_public_update_allowed,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_public_verified,0,no,
1988,"SOPPRESSA VICENTINA",publish,_dry_recipe_private_clone_status,0,no,
1989,"PORCHETTA ROMANA",private,_dry_recipe_id,19,no,MD-PORCHETTA_ROMANA
1989,"PORCHETTA ROMANA",private,_dry_recipe_full_markdown,4053,no,"## PORCHETTA ROMANA PORCHETTA ROMANA pripada skupini suhomesnatih i mesnih prerađevina. Recept je prilagođen šarži od 10 kg osnovne sirovine, s jasnim omjerima, postupkom i kontrolnim točkama za sigurnu izradu. ### Radni sažetak - Šarža: 10 kg osnovne sirovine ili mesne smjese. - Tip proizvoda: peče"
1989,"PORCHETTA ROMANA",private,_dry_recipe_sections,0,no,
1989,"PORCHETTA ROMANA",private,_dry_verified_process,0,no,
1989,"PORCHETTA ROMANA",private,_dry_recipe_image_url,0,no,
1989,"PORCHETTA ROMANA",private,_dry_recipe_preview_mode,0,no,
1989,"PORCHETTA ROMANA",private,_dry_recipe_preview_source_post_id,0,no,
1989,"PORCHETTA ROMANA",private,_dry_recipe_public_update_allowed,0,no,
1989,"PORCHETTA ROMANA",private,_dry_recipe_public_verified,0,no,
1989,"PORCHETTA ROMANA",private,_dry_recipe_private_clone_status,0,no,
1990,"SALAME DI FELINO",publish,_dry_recipe_id,19,no,MD-SALAME_DI_FELINO
1990,"SALAME DI FELINO",publish,_dry_recipe_full_markdown,4314,no,"## SALAME DI FELINO SALAME DI FELINO pripada tradiciji područja Italija, Italija. Radi se kao suha salama od svinjetina/svinjski proizvodi, riba/morski proizvodi, uz soljenje, začinjavanje, punjenje u omotač te kontrolirano sušenje, dimljenje ili zrenje prema tipu proizvoda. Recept je prilagođen šar"
1990,"SALAME DI FELINO",publish,_dry_recipe_sections,0,no,
1990,"SALAME DI FELINO",publish,_dry_verified_process,0,no,
1990,"SALAME DI FELINO",publish,_dry_recipe_image_url,0,no,
1990,"SALAME DI FELINO",publish,_dry_recipe_preview_mode,0,no,
1990,"SALAME DI FELINO",publish,_dry_recipe_preview_source_post_id,0,no,
1990,"SALAME DI FELINO",publish,_dry_recipe_public_update_allowed,0,no,
1990,"SALAME DI FELINO",publish,_dry_recipe_public_verified,0,no,
1990,"SALAME DI FELINO",publish,_dry_recipe_private_clone_status,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_recipe_id,19,no,MD-GUANCIALE_ROMANO
1991,"GUANCIALE ROMANO",publish,_dry_recipe_full_markdown,3632,no,"## GUANCIALE ROMANO GUANCIALE ROMANO pripada skupini suhomesnatih i mesnih prerađevina. Recept je prilagođen šarži od 10 kg osnovne sirovine, s jasnim omjerima, postupkom i kontrolnim točkama za sigurnu izradu. ### Radni sažetak - Šarža: 10 kg osnovne sirovine ili mesne smjese. - Tip proizvoda: suho"
1991,"GUANCIALE ROMANO",publish,_dry_recipe_sections,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_verified_process,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_recipe_image_url,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_recipe_preview_mode,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_recipe_preview_source_post_id,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_recipe_public_update_allowed,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_recipe_public_verified,0,no,
1991,"GUANCIALE ROMANO",publish,_dry_recipe_private_clone_status,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_id,36,no,UK-ENGLESKA_CUMBERLAND_KOBASICA-0012
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_full_markdown,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_sections,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_verified_process,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_image_url,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_preview_mode,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_preview_source_post_id,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_public_update_allowed,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_public_verified,0,no,
1992,"Engleska Cumberland Kobasica",draft,_dry_recipe_private_clone_status,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_id,30,no,UK-SKOTSKA_LORNE_KOBASICA-0013
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_full_markdown,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_sections,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_verified_process,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_image_url,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_preview_mode,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_preview_source_post_id,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_public_update_allowed,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_public_verified,0,no,
1993,"Škotska Lorne Kobasica",draft,_dry_recipe_private_clone_status,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_id,36,no,IS-ISLANDSKA_HANGIKJOT_KOBASICA-0015
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_full_markdown,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_sections,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_verified_process,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_image_url,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_preview_mode,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_preview_source_post_id,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_public_update_allowed,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_public_verified,0,no,
1994,"Islandska Hangikjöt Kobasica",draft,_dry_recipe_private_clone_status,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_id,40,no,MD-POSAVSKA_KRVAVICA_SA_SUMSKIM_ZACINIMA
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_full_markdown,3437,no,"## Posavska Krvavica sa Šumskim Začinima Posavska Krvavica sa Šumskim Začinima pripada skupini suhomesnatih i mesnih prerađevina. Recept je prilagođen šarži od 10 kg osnovne sirovine, s jasnim omjerima, postupkom i kontrolnim točkama za sigurnu izradu. ### Radni sažetak - Šarža: 10 kg osnovne sirovi"
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_sections,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_verified_process,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_image_url,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_preview_mode,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_preview_source_post_id,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_public_update_allowed,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_public_verified,0,no,
1995,"Posavska Krvavica sa Šumskim Začinima",private,_dry_recipe_private_clone_status,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_id,50,no,HR-TRADICIONALNI_SUHOMESNATI_PROIZVODI_SLAVON-0021
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_full_markdown,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_sections,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_verified_process,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_image_url,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_preview_mode,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_preview_source_post_id,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_public_update_allowed,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_public_verified,0,no,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",draft,_dry_recipe_private_clone_status,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_id,49,no,HR-ETNOGRAFSKA_STUDIJA_KULINARSKOG_NASLIJE_A-0022
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_full_markdown,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_sections,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_verified_process,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_image_url,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_preview_mode,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_preview_source_post_id,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_public_update_allowed,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_public_verified,0,no,
1997,"Etnografska studija kulinarskog naslijeđa",draft,_dry_recipe_private_clone_status,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_id,43,no,HR-TRADICIONALNI_SUHOMESNATI_PROIZVODI-0023
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_full_markdown,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_sections,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_verified_process,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_image_url,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_preview_mode,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_preview_source_post_id,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_public_update_allowed,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_public_verified,0,no,
1998,"Tradicionalni suhomesnati proizvodi",draft,_dry_recipe_private_clone_status,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_id,31,no,UA-SALO_UKRAJINSKA_SLANINA-0024
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_full_markdown,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_sections,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_verified_process,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_image_url,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_preview_mode,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_preview_source_post_id,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_public_update_allowed,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_public_verified,0,no,
1999,"Salo (Сало) - Ukrajinska slanina",draft,_dry_recipe_private_clone_status,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_id,40,no,UA-DOMASNJA_KOVBASA_DOMACA_KOBASICA-0025
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_full_markdown,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_sections,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_verified_process,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_image_url,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_preview_mode,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_preview_source_post_id,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_public_update_allowed,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_public_verified,0,no,
2000,"Domašnja Kovbasa (Домашня ковбаса) - Domaća kobasica",draft,_dry_recipe_private_clone_status,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_id,35,no,UA-KHOLODETS_HLADETINA_OD_MESA-0027
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_full_markdown,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_sections,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_verified_process,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_image_url,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_preview_mode,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_preview_source_post_id,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_public_update_allowed,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_public_verified,0,no,
2001,"Kholodets (Холодець) - Hladetina od mesa",draft,_dry_recipe_private_clone_status,0,no,
2002,"Solonina (Солонина) - Salamurena govedina",draft,_dry_recipe_id,36,no,UA-SOLONINA_SALAMURENA_GOVEDINA-0028
2002,"Solonina (Солонина) - Salamurena govedina",draft,_dry_recipe_full_markdown,0,no,
2002,"Solonina (Солонина) - Salamurena govedina",draft,_dry_recipe_sections,0,no,
2002,"Solonina (Солонина) - Salamurena govedina",draft,_dry_verified_process,0,no,
2002,"Solonina (Солонина) - Salamurena govedina",draft,_dry_recipe_image_url,0,no,
2002,"Solonina (Солонина) - Salamurena govedina",draft,_dry_recipe_preview_mode,0,no,
2002,"Solonina (Солонина) - Salamurena govedina",draft,_dry_recipe_preview_source_post_id,0,no,
