post_id,title,slug,status,url,recipe_id,strict_hr_score,type_guess,priority,needs_work_score,has_sections,has_verified_process,has_full_markdown,has_image,source_status,region_hits,product_hits
2781,"Esencijalni slavonski sušeni vrat s divljim začinima",esencijalni-slavonski-suseni-vrat-s-divljim-zacinima,publish,https://drycured.com/recepti-baza/esencijalni-slavonski-suseni-vrat-s-divljim-zacinima/,MD-ESENCIJALNI_SLAVONSKI_SUSENI_VRAT_S_DIVLJIM_ZACINIMA,8,WHOLE_CUT,HIGH_PUBLIC_NEEDS_STRUCTURE,9,no,no,yes,no,,slavonsk,
2695,"Slavonsko-Brodski Ljuti Čvarci",slavonsko-brodski-ljuti-cvarci,publish,https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,MD-SLAVONSKO_BRODSKI_LJUTI_CVARCI,8,THERMAL_PROCESSED,HIGH_PUBLIC_NEEDS_STRUCTURE,9,no,no,yes,no,,slavonsk,
3308,"Istarska kobasica",hr-is-001-istarska-kobasica,publish,https://drycured.com/recepti-baza/hr-is-001-istarska-kobasica/,HR-IS-001,38,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,istarsk,"istarska kobasica"
3309,"Rovinjska kobasica",hr-is-002-rovinjska-kobasica,publish,https://drycured.com/recepti-baza/hr-is-002-rovinjska-kobasica/,HR-IS-002,38,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,rovinjsk,"rovinjska kobasica"
3310,"Pazinska kobasica",hr-is-003-pazinska-kobasica,publish,https://drycured.com/recepti-baza/hr-is-003-pazinska-kobasica/,HR-IS-003,38,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,pazinsk,"pazinska kobasica"
3311,"Lička kobasica",hr-li-001-licka-kobasica,publish,https://drycured.com/recepti-baza/hr-li-001-licka-kobasica/,HR-LI-001,38,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,ličk,"lička kobasica"
3312,"Sinjska kobasica",hr-da-001-sinjska-kobasica,publish,https://drycured.com/recepti-baza/hr-da-001-sinjska-kobasica/,HR-DA-001,38,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,sinjsk,"sinjska kobasica"
3314,"Hvarska prstena kobasica",hr-da-003-hvarska-prstena-kobasica,publish,https://drycured.com/recepti-baza/hr-da-003-hvarska-prstena-kobasica/,HR-DA-003,38,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,hvarsk,"hvarska prstena"
3315,"Vrgorački kulen",hr-da-004-vrgoracki-kulen,publish,https://drycured.com/recepti-baza/hr-da-004-vrgoracki-kulen/,HR-DA-004,38,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,vrgoračk,"vrgorački kulen"
2977,"Srijemska kobasica (OGP)",hr-sl-006-srijemska-kobasica-ogp,publish,https://drycured.com/recepti-baza/hr-sl-006-srijemska-kobasica-ogp/,HR-SL-006,36,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,"srijem; srijemsk",
2979,"Baranjska kobasica",hr-sl-008-baranjska-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-008-baranjska-kobasica/,HR-SL-008,36,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,"baranjsk; baranjska",
2973,"Kulenova seka",hr-sl-002-kulenova-seka,publish,https://drycured.com/recepti-baza/hr-sl-002-kulenova-seka/,HR-SL-002,30,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,,"kulenova seka"
2974,"Baranjski kulen (ZOZP EU)",hr-sl-003-baranjski-kulen-zozp-eu,publish,https://drycured.com/recepti-baza/hr-sl-003-baranjski-kulen-zozp-eu/,HR-SL-003,28,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,baranjsk,
2996,"Brodska kobasica (Slavonski Brod)",hr-sl-030-brodska-kobasica-slavonski-brod,publish,https://drycured.com/recepti-baza/hr-sl-030-brodska-kobasica-slavonski-brod/,HR-SL-030,28,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,slavonsk,
3000,"Slavonska domaća salama",hr-sl-034-slavonska-domaca-salama,publish,https://drycured.com/recepti-baza/hr-sl-034-slavonska-domaca-salama/,HR-SL-034,28,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,slavonsk,
3001,"Slavonska čvarkovača (kobasica od čvaraka)",hr-sl-036-slavonska-cvarkovaca-kobasica-od-cvaraka,publish,https://drycured.com/recepti-baza/hr-sl-036-slavonska-cvarkovaca-kobasica-od-cvaraka/,HR-SL-036,28,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,slavonsk,
3002,"Vinkovačka kobasica",hr-sl-037-vinkovacka-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-037-vinkovacka-kobasica/,HR-SL-037,28,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,vinkovačk,
3003,"Slavonska lovačka kobasica (divljač + svinjetina)",hr-sl-038-slavonska-lovacka-kobasica-divljac-svinjetina,publish,https://drycured.com/recepti-baza/hr-sl-038-slavonska-lovacka-kobasica-divljac-svinjetina/,HR-SL-038,28,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,slavonsk,
3313,"Korčulanska kobasica",hr-da-002-korculanska-kobasica,publish,https://drycured.com/recepti-baza/hr-da-002-korculanska-kobasica/,HR-DA-002,28,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,korčulansk,
2975,"Đakovački kulen",hr-sl-004-dakovacki-kulen,publish,https://drycured.com/recepti-baza/hr-sl-004-dakovacki-kulen/,HR-SL-004,20,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,,
2997,"Osječka kobasica",hr-sl-031-osjecka-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-031-osjecka-kobasica/,HR-SL-031,20,GROUND_MEAT_OR_CASING,PUBLIC_REVIEW,3,yes,yes,yes,no,,,
2980,"Baranjska salama",hr-sl-009-baranjska-salama,private,https://drycured.com/?post_type=dry_recipe&p=2980,HR-SL-009,36,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,6,yes,no,yes,no,,"baranjsk; baranjska",
3532,"PREVIEW GRANULACIJA — Kulenova seka",preview-granulation-kulenova-seka-src-2973,private,https://drycured.com/?post_type=dry_recipe&p=3532,HR-SL-002,30,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,3,yes,yes,yes,no,,,"kulenova seka"
2986,"Slavonska jetrena kobasica",hr-sl-017-slavonska-jetrena-kobasica,private,https://drycured.com/?post_type=dry_recipe&p=2986,HR-SL-017,28,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2990,"Slavonski lovački kulen (divljač + svinjetina)",hr-sl-021-slavonski-lovacki-kulen-divljac-svinjetina,private,https://drycured.com/?post_type=dry_recipe&p=2990,HR-SL-021,28,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2978,"Ratarske kobasice",hr-sl-007-ratarske-kobasice,private,https://drycured.com/?post_type=dry_recipe&p=2978,HR-SL-007,20,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,6,yes,no,yes,no,,,
2991,"Konjska salama Ploštine (talijanska manjina, Pakrac)",hr-sl-022-konjska-salama-plostine-talijanska-manjina-pakrac,private,https://drycured.com/?post_type=dry_recipe&p=2991,HR-SL-022,20,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,6,yes,no,yes,no,,,
3010,"Hvarska prstena kobasica",hr-sl-039,private,https://drycured.com/?post_type=dry_recipe&p=3010,,18,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,hvarsk,"hvarska prstena"
3054,"Rovinjska kobasica",0306-rovinjska-kobasica,private,https://drycured.com/?post_type=dry_recipe&p=3054,,18,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,9,no,no,yes,no,,rovinjsk,"rovinjska kobasica"
3007,"Samoborska salama (županijska robna marka)",hr-sl-025,private,https://drycured.com/?post_type=dry_recipe&p=3007,,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,samoborsk,
3009,"Dalmatinska suha kobasica",hr-sl-038,private,https://drycured.com/?post_type=dry_recipe&p=3009,,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,11,no,no,no,no,,dalmatinsk,
2647,"Pazinski specijalitet od kozjeg mesa s kestenom",pazinski-specijalitet-od-kozjeg-mesa-s-kestenom,private,https://drycured.com/?post_type=dry_recipe&p=2647,MD-PAZINSKI_SPECIJALITET_OD_KOZJEG_MESA_S_KESTENOM,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,9,no,no,yes,no,,pazinsk,
2648,"Rovinjski specijalitet od sardele s ružom",rovinjski-specijalitet-od-sardele-s-ruzom,private,https://drycured.com/?post_type=dry_recipe&p=2648,MD-ROVINJSKI_SPECIJALITET_OD_SARDELE_S_RUZOM,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,9,no,no,yes,no,,rovinjsk,
2706,"Tradicijski Baranjski Specijalni Fermentirani Špek",tradicijski-baranjski-specijalni-fermentirani-spek,private,https://drycured.com/?post_type=dry_recipe&p=2706,MD-TRADICIJSKI_BARANJSKI_SPECIJALNI_FERMENTIRANI_SPEK,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,9,no,no,yes,no,,baranjsk,
3049,"Llokum Kosove – kosovski mesni delikates",llokum-kosove-kosovski-delikates-2,private,https://drycured.com/?post_type=dry_recipe&p=3049,MD-LLOKUM_KOSOVE_KOSOVSKI_DELIKATES,8,GROUND_MEAT_OR_CASING,PRIVATE_REVIEW,6,yes,no,yes,no,,lika,
2994,"Baranjska šunka",hr-sl-028-baranjska-sunka,private,https://drycured.com/?post_type=dry_recipe&p=2994,HR-SL-028,36,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,"baranjsk; baranjska",
2982,"Slavonska dimljena slanina",hr-sl-012-slavonska-dimljena-slanina,private,https://drycured.com/?post_type=dry_recipe&p=2982,HR-SL-012,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2983,"Slavonska dimljena šunka",hr-sl-014-slavonska-dimljena-sunka,private,https://drycured.com/?post_type=dry_recipe&p=2983,HR-SL-014,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2984,"Suha plećka slavonska",hr-sl-015-suha-plecka-slavonska,private,https://drycured.com/?post_type=dry_recipe&p=2984,HR-SL-015,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2985,"Suha rebra slavonska",hr-sl-016-suha-rebra-slavonska,private,https://drycured.com/?post_type=dry_recipe&p=2985,HR-SL-016,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2989,"Vinkovačka šunka — suho soljena varijanta",hr-sl-020-vinkovacka-sunka-suho-soljena-varijanta,private,https://drycured.com/?post_type=dry_recipe&p=2989,HR-SL-020,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,vinkovačk,
2992,"Slavonski dimljeni svinjski vrat",hr-sl-024-slavonski-dimljeni-svinjski-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2992,HR-SL-024,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2993,"Slavonski suhi vrat (ovratina)",hr-sl-027-slavonski-suhi-vrat-ovratina,private,https://drycured.com/?post_type=dry_recipe&p=2993,HR-SL-027,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2999,"Slavonska šunka od crne slavonske svinje",hr-sl-033-slavonska-sunka-od-crne-slavonske-svinje,private,https://drycured.com/?post_type=dry_recipe&p=2999,HR-SL-033,28,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2995,"Đakovačka šunka",hr-sl-029-dakovacka-sunka,private,https://drycured.com/?post_type=dry_recipe&p=2995,HR-SL-029,20,WHOLE_CUT,PRIVATE_REVIEW,6,yes,no,yes,no,,,
3006,"Vinkovačka šunka",hr-sl-022,private,https://drycured.com/?post_type=dry_recipe&p=3006,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,vinkovačk,
3008,"Dalmatinska suha šunka",hr-sl-034,private,https://drycured.com/?post_type=dry_recipe&p=3008,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,dalmatinsk,
3012,"Dalmatinska dimljena slanina",hr-sl-043,private,https://drycured.com/?post_type=dry_recipe&p=3012,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,dalmatinsk,
3013,"Istarska špaleta (suha plećka)",hr-sl-067,private,https://drycured.com/?post_type=dry_recipe&p=3013,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,istarsk,
3014,"Zagorska dimljena šunka",hr-sl-083,private,https://drycured.com/?post_type=dry_recipe&p=3014,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,zagorsk,
3015,"Međimurska šunka",hr-sl-084,private,https://drycured.com/?post_type=dry_recipe&p=3015,,8,WHOLE_CUT,PRIVATE_REVIEW,11,no,no,no,no,,međimursk,
2437,"Drniški Začinjeni Vrat s Planine (Specifični mountainski naresak)",drniski-zacinjeni-vrat-s-planine-specificni-mountainski-naresak,private,https://drycured.com/?post_type=dry_recipe&p=2437,MD-DRNISKI_ZACINJENI_VRAT_S_PLANINE_SPECIFICNI_MOUNTAINSKI_NARESAK,8,WHOLE_CUT,PRIVATE_REVIEW,9,no,no,yes,no,,drnišk,
2987,"Krvavica slavonska",hr-sl-018-krvavica-slavonska,private,https://drycured.com/?post_type=dry_recipe&p=2987,HR-SL-018,28,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2988,"Tlačenica slavonska (švargl)",hr-sl-019-tlacenica-slavonska-svargl,private,https://drycured.com/?post_type=dry_recipe&p=2988,HR-SL-019,28,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
2998,"Slavonska krvavica od prosa (bijela)",hr-sl-032-slavonska-krvavica-od-prosa-bijela,private,https://drycured.com/?post_type=dry_recipe&p=2998,HR-SL-032,28,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,slavonsk,
3016,"Zagorska tlačenica",hr-sl-091,private,https://drycured.com/?post_type=dry_recipe&p=3016,,8,THERMAL_PROCESSED,PRIVATE_REVIEW,11,no,no,no,no,,zagorsk,
1995,"Posavska Krvavica sa Šumskim Začinima",posavska-krvavica-sa-sumskim-zacinima,private,https://drycured.com/?post_type=dry_recipe&p=1995,MD-POSAVSKA_KRVAVICA_SA_SUMSKIM_ZACINIMA,8,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,posavsk,
2087,"Podravska Krvavica",podravska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2087,MD-PODRAVSKA_KRVAVICA,8,THERMAL_PROCESSED,PRIVATE_REVIEW,9,no,no,yes,no,,podravsk,
1975,"Istarska kobasica",istarska-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=1975,HR-IST-KOB-VODIC-001,38,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,istarsk,"istarska kobasica"
2186,"Slavonski kulen / Slavonski kulin — ZOZP",hr-slv-kul-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2186,HR-SLV-KUL-ZOZP-001,38,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,slavonsk,"slavonski kulen"
2187,"Slavonska kobasica — ZOZP",hr-slv-kob-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2187,HR-SLV-KOB-ZOZP-001,38,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,slavonsk,"slavonska kobasica"
2278,"Samoborske Češnjovke",hr-rec-044,draft,https://drycured.com/?post_type=dry_recipe&p=2278,HR-REC-044,38,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,samoborsk,češnjovke
2260,"Srijemske Kobasice",hr-rec-026,draft,https://drycured.com/?post_type=dry_recipe&p=2260,HR-REC-026,36,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,"srijem; srijemsk",
2277,"Baranjska Salama",hr-rec-043,draft,https://drycured.com/?post_type=dry_recipe&p=2277,HR-REC-043,36,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,"baranjsk; baranjska",
2188,"Slavonska cajna kobasica — tradicijska",hr-slv-caj-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2188,HR-SLV-CAJ-TRAD-001,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,slavonsk,
2237,"Slavonske Kobasice",hr-rec-003,draft,https://drycured.com/?post_type=dry_recipe&p=2237,HR-REC-003,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,slavonsk,
2241,"Turopoljske Kobasice",hr-rec-007,draft,https://drycured.com/?post_type=dry_recipe&p=2241,HR-REC-007,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,turopoljsk,
2250,"Sinjske Kobasice",hr-rec-016,draft,https://drycured.com/?post_type=dry_recipe&p=2250,HR-REC-016,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,sinjsk,
2251,"Podravske Kobasice",hr-rec-017,draft,https://drycured.com/?post_type=dry_recipe&p=2251,HR-REC-017,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,podravsk,
2255,"Ličke Kobasice",hr-rec-021,draft,https://drycured.com/?post_type=dry_recipe&p=2255,HR-REC-021,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,ličk,
2256,"Istarske Kobasice",hr-rec-022,draft,https://drycured.com/?post_type=dry_recipe&p=2256,HR-REC-022,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,istarsk,
2266,"Zagorske Kobasice",hr-rec-032,draft,https://drycured.com/?post_type=dry_recipe&p=2266,HR-REC-032,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,zagorsk,
2275,"Sinjski Sudžuk",hr-rec-041,draft,https://drycured.com/?post_type=dry_recipe&p=2275,HR-REC-041,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,sinjsk,
1976,"Primorska kobasica",primorska-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=1976,HR-PRI-KOB-PRIMORSKA-001,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
1978,"Creska janjeća roštilj kobasica",creska-janjeca-rostilj-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=1978,HR-CRES-JANJECA-ROSTILJ-001,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2235,"Domaće Svinjske Kobasice",hr-rec-001,draft,https://drycured.com/?post_type=dry_recipe&p=2235,HR-REC-001,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2236,"Domaće Slaninske Kobasice",hr-rec-002,draft,https://drycured.com/?post_type=dry_recipe&p=2236,HR-REC-002,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
2238,"Velikogoričke Kobasice",hr-rec-004,draft,https://drycured.com/?post_type=dry_recipe&p=2238,HR-REC-004,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,
