"id","title","slug","status","url","words","h2","internal_links","problem_solution","seo_title","seo_description","content_ok","seo_ok","status_ok","content_type","intent","phase","product","level"
"2834","Oprema za kućnu proizvodnju: što početniku stvarno treba, a što može čekati","oprema-za-kucnu-proizvodnju-sto-treba-pocetniku","publish","https://drycured.com/2024/01/26/oprema-za-kucnu-proizvodnju-sto-treba-pocetniku/","1300","17","8","1","1","1","1","1","1","practical_guide","equipment","preparation","general_multiple_products","beginner"
"2835","Mljevenje mesa za kobasice: rešetka, temperatura i čist presjek","mljevenje-mesa-za-kobasice-resetka-u-milimetrima","publish","https://drycured.com/2024/01/27/mljevenje-mesa-za-kobasice-resetka-u-milimetrima/","1115","16","5","1","1","1","1","1","1","practical_guide","process","preparation","sausages_salami","beginner"
"2836","Temperatura nadjeva: mala brojka koja čuva strukturu kobasice","temperatura-nadjeva-cuva-strukturu-kobasice","publish","https://drycured.com/2024/01/28/temperatura-nadjeva-cuva-strukturu-kobasice/","1136","17","7","1","1","1","1","1","1","scientific_explanation","process","preparation","sausages_salami","beginner"
"2837","Panceta: ravnoteža mesa, masti, soli i vremena","panceta-zasto-trbuh-trazi-strpljenje-i-ravnotezu","publish","https://drycured.com/2024/01/29/panceta-zasto-trbuh-trazi-strpljenje-i-ravnotezu/","1387","16","18","1","1","1","1","1","1","product_article","process","drying_maturation","pancetta_bacon","intermediate"
"2838","Slanina i mast: zaboravljeni temelji domaće prerade","slanina-i-mast-zaboravljeni-temelji-domace-prerade","publish","https://drycured.com/2024/01/30/slanina-i-mast-zaboravljeni-temelji-domace-prerade/","1214","19","7","1","1","1","1","1","1","product_article","understanding","raw_material","pancetta_bacon","beginner"
"2839","Pršut: dugi proces u kojem nema prečaca","prsut-dugi-proces-u-kojem-nema-precaca","publish","https://drycured.com/2024/01/31/prsut-dugi-proces-u-kojem-nema-precaca/","1256","20","8","1","1","1","1","1","1","product_article","process","drying_maturation","ham_prosciutto","advanced"
"2840","Buđola i vratina: ravnoteža mišića, masnoće, soli i vremena","budola-i-vratina-masnoca-i-misic","publish","https://drycured.com/2024/02/01/budola-i-vratina-masnoca-i-misic/","1322","20","8","1","1","1","1","1","1","product_article","process","drying_maturation","whole_cuts","intermediate"
"2841","Pakiranje suhomesnatih proizvoda: kada vakuum pomaže, a kada smeta","pakiranje-suhomesnatih-proizvoda-kada-vakuum-pomaze","publish","https://drycured.com/2024/02/02/pakiranje-suhomesnatih-proizvoda-kada-vakuum-pomaze/","1237","20","7","1","1","1","1","1","1","practical_guide","process","storage_packaging","general_multiple_products","intermediate"
"2842","Čuvanje nakon zrenja: kako ne pokvariti dobar suhomesnati proizvod na kraju","cuvanje-nakon-zrenja-kako-ne-pokvariti-dobar-proizvod","publish","https://drycured.com/2024/02/03/cuvanje-nakon-zrenja-kako-ne-pokvariti-dobar-proizvod/","1331","18","18","1","1","1","1","1","1","practical_guide","process","storage_packaging","general_multiple_products","beginner"
"2843","Kada suhomesnati proizvod treba odbaciti: jasna granica sigurnosti","kada-proizvod-treba-odbaciti-rizik-i-sigurnost","publish","https://drycured.com/2024/02/04/kada-proizvod-treba-odbaciti-rizik-i-sigurnost/","1112","14","12","1","1","1","1","1","1","troubleshooting","problems","general_process","general_multiple_products","beginner"
"2844","Kolinje kao škola zanata: kako se znanje prenosilo generacijama","kolinje-kao-skola-zanata-kako-se-znanje-prenosilo","publish","https://drycured.com/2024/02/05/kolinje-kao-skola-zanata-kako-se-znanje-prenosilo/","1181","18","6","1","1","1","1","1","1","tradition_culture","tradition","general_process","general_multiple_products","beginner"
"2845","Mikroklima regije: zašto Dalmacija, Slavonija i Alpe ne daju isti okus","mikroklima-regije-dalmacija-slavonija-alpe","publish","https://drycured.com/2024/02/06/mikroklima-regije-dalmacija-slavonija-alpe/","1258","19","8","1","1","1","1","1","1","scientific_explanation","understanding","drying_maturation","general_multiple_products","intermediate"
"2846","PDO, PGI i TSG: što znače europske oznake izvornosti","pdo-pgi-tsg-europske-oznake-izvornosti","publish","https://drycured.com/2024/02/07/pdo-pgi-tsg-europske-oznake-izvornosti/","1188","18","5","1","1","1","1","1","1","standards","tradition","general_process","general_multiple_products","intermediate"
"2847","Od hobija do malog brenda: kako predstaviti domaći suhomesnati proizvod","od-hobija-do-malog-brenda-domaci-suhomesnati-proizvod","publish","https://drycured.com/2024/02/08/od-hobija-do-malog-brenda-domaci-suhomesnati-proizvod/","1191","19","8","1","1","1","1","1","1","business","business","storage_packaging","general_multiple_products","intermediate"
"2848","Digitalna pušnica: zašto bilješke, fotografije i podaci čuvaju tradiciju","digitalna-pusnica-biljeske-fotografije-podaci-cuvaju-tradiciju","publish","https://drycured.com/2024/02/09/digitalna-pusnica-biljeske-fotografije-podaci-cuvaju-tradiciju/","1222","19","7","1","1","1","1","1","1","practical_guide","equipment","smoking","general_multiple_products","intermediate"
"2849","Ekvilibrijsko soljenje: preciznost umjesto soljenja od oka","ekvilibrijsko-soljenje-kako-soliti-precizno","publish","https://drycured.com/2024/02/10/ekvilibrijsko-soljenje-kako-soliti-precizno/","1146","14","14","1","1","1","1","1","1","practical_guide","process","salting","general_multiple_products","intermediate"
"2850","Equalizacija nakon soljenja: faza odmora koja spašava presjek","equalizacija-nakon-soljenja-zasto-meso-mora-odmoriti","publish","https://drycured.com/2024/02/11/equalizacija-nakon-soljenja-zasto-meso-mora-odmoriti/","1156","15","13","1","1","1","1","1","1","practical_guide","process","salting","whole_cuts","intermediate"
"2851","Vodna aktivnost: zašto suh izgled nije dovoljan dokaz sigurnosti","vodna-aktivnost-zasto-sama-vlaga-nije-dovoljna","publish","https://drycured.com/2024/02/12/vodna-aktivnost-zasto-sama-vlaga-nije-dovoljna/","1115","14","13","1","1","1","1","1","1","scientific_explanation","understanding","drying_maturation","general_multiple_products","advanced"
"2852","Starter kulture: pomoć za fermentaciju, ali ne zamjena za higijenu","starter-kulture-kada-pomazu-a-kada-nisu-carobni-stapic","publish","https://drycured.com/2024/02/13/starter-kulture-kada-pomazu-a-kada-nisu-carobni-stapic/","1135","14","15","1","1","1","1","1","1","scientific_explanation","understanding","fermentation","sausages_salami","intermediate"
"2853","Rezanje mesa prema namjeni: zašto svaki komad ne ide u isti proizvod","rezanje-mesa-prema-namjeni","publish","https://drycured.com/2024/02/14/rezanje-mesa-prema-namjeni/","1128","16","12","1","1","1","1","1","1","practical_guide","[""process""]","[""preparation""]","[""general_multiple_products""]","intermediate"
"2854","Senzorska kontrola: što miris, dodir i presjek otkrivaju prije instrumenta","senzorska-kontrola-nos-oko-ruka-prije-instrumenta","publish","https://drycured.com/2024/02/15/senzorska-kontrola-nos-oko-ruka-prije-instrumenta/","1322","18","17","1","1","1","1","1","1","practical_guide","safety","general_process","general_multiple_products","beginner"
"2855","Higijena prostora i alata: nevidljivi temelj sigurne šarže","higijena-prostora-i-alata-temelj-sigurne-sarze","publish","https://drycured.com/2024/02/16/higijena-prostora-i-alata-temelj-sigurne-sarze/","1267","19","11","1","1","1","1","1","1","practical_guide","safety","preparation","general_multiple_products","beginner"
"2856","Kako odabrati crijevo prema vrsti kobasice: promjer, priprema i punjenje","kako-odabrati-crijevo-prema-vrsti-kobasice","publish","https://drycured.com/2024/02/17/kako-odabrati-crijevo-prema-vrsti-kobasice/","1190","18","6","1","1","1","1","1","1","practical_guide","equipment","stuffing","sausages_salami","beginner"
"2857","Kućna sušionica: kako prepoznati dobar i loš prostor za zrenje","kucna-susionica-kako-prepoznati-dobar-i-los-prostor","publish","https://drycured.com/2024/02/18/kucna-susionica-kako-prepoznati-dobar-i-los-prostor/","1318","20","8","1","1","1","1","1","1","practical_guide","equipment","drying_maturation","general_multiple_products","beginner"
"2858","Miris, boja i presjek: kako čitati gotov suhomesnati proizvod","miris-boja-i-presjek-kako-citati-gotov-proizvod","publish","https://drycured.com/2024/02/19/miris-boja-i-presjek-kako-citati-gotov-proizvod/","1224","20","8","1","1","1","1","1","1","practical_guide","process","storage_packaging","general_multiple_products","beginner"
"3327","Prva probna šarža: zašto početnik ne treba odmah raditi veliku količinu","prva-probna-sarza-suhomesnati-proizvodi","publish","https://drycured.com/2026/06/06/prva-probna-sarza-suhomesnati-proizvodi/","1324","21","8","1","1","1","1","1","1","practical_guide","basics","general_process","general_multiple_products","beginner"
"3328","Radni dan za domaće kobasice: kako složiti posao bez kaosa","radni-dan-za-domace-kobasice","publish","https://drycured.com/2026/06/06/radni-dan-za-domace-kobasice/","1245","21","8","1","1","1","1","1","1","practical_guide","process","preparation","sausages_salami","beginner"
"3329","Kontrolna lista prije punjenja kobasica: što provjeriti prije nego nadjev uđe u crijevo","kontrolna-lista-prije-punjenja-kobasica","publish","https://drycured.com/2026/06/06/kontrolna-lista-prije-punjenja-kobasica/","1250","21","8","1","1","1","1","1","1","practical_guide","process","stuffing","sausages_salami","beginner"
"3330","Procjena prostora prije sušenja: kako znati je li prostor spreman za suhomesnate proizvode","procjena-prostora-prije-susenja","publish","https://drycured.com/2026/06/06/procjena-prostora-prije-susenja/","1245","21","7","1","1","1","1","1","1","practical_guide","process","drying_maturation","general_multiple_products","beginner"
"3331","Foto-dnevnik šarže: kako fotografije pomažu boljem suhomesnatom proizvodu","foto-dnevnik-sarze-suhomesnati-proizvodi","publish","https://drycured.com/2026/06/06/foto-dnevnik-sarze-suhomesnati-proizvodi/","1224","21","8","1","1","1","1","1","1","practical_guide","tools","general_process","general_multiple_products","beginner"
"3332","Osnovni higijenski plan za kućnu preradu mesa","osnovni-higijenski-plan-za-kucnu-preradu-mesa","publish","https://drycured.com/2026/06/06/osnovni-higijenski-plan-za-kucnu-preradu-mesa/","1273","19","8","1","1","1","1","1","1","practical_guide","safety","preparation","general_multiple_products","beginner"
"3333","Hladni lanac u domaćoj preradi mesa: kako spriječiti topli nadjev i loš presjek","hladni-lanac-u-domacoj-preradi-mesa","publish","https://drycured.com/2026/06/06/hladni-lanac-u-domacoj-preradi-mesa/","1284","20","8","1","1","1","1","1","1","practical_guide","safety","preparation","sausages_salami","beginner"
"3334","Sigurnosni semafor suhomesnatih proizvoda: kada nastaviti, usporiti ili odbaciti","sigurnosni-semafor-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/sigurnosni-semafor-suhomesnatih-proizvoda/","1280","20","8","1","1","1","1","1","1","troubleshooting","safety","general_process","general_multiple_products","beginner"
"3335","Kako označiti šaržu suhomesnatih proizvoda: naziv, datum, masa i trag procesa","kako-oznaciti-sarzu-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/kako-oznaciti-sarzu-suhomesnatih-proizvoda/","1294","20","7","1","1","1","1","1","1","practical_guide","tools","general_process","general_multiple_products","beginner"
"3336","Kada ne početi šaržu: znakovi da proizvodnju treba odgoditi","kada-ne-poceti-sarzu-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/kada-ne-poceti-sarzu-suhomesnatih-proizvoda/","1284","20","9","1","1","1","1","1","1","troubleshooting","safety","preparation","general_multiple_products","beginner"
"3337","Kako mjeriti temperaturu i vlagu u kućnoj sušionici","kako-mjeriti-temperaturu-i-vlagu-u-susionici","publish","https://drycured.com/2026/06/06/kako-mjeriti-temperaturu-i-vlagu-u-susionici/","1261","21","9","1","1","1","1","1","1","practical_guide","process","drying_maturation","general_multiple_products","beginner"
"3338","Strujanje zraka u sušenju suhomesnatih proizvoda: razlika između zraka i propuha","strujanje-zraka-u-susenju-suhomesnatih-proizvoda","publish","https://drycured.com/2026/06/06/strujanje-zraka-u-susenju-suhomesnatih-proizvoda/","1223","21","8","1","1","1","1","1","1","practical_guide","process","drying_maturation","general_multiple_products","intermediate"
"3339","Noćni i dnevni ritam sušionice: zašto prostor nikad nije isti cijeli dan","nocni-i-dnevni-ritam-susionice","publish","https://drycured.com/2026/06/06/nocni-i-dnevni-ritam-susionice/","1204","21","8","1","1","1","1","1","1","scientific_explanation","understanding","drying_maturation","general_multiple_products","intermediate"
"3340","Kada otvoriti, a kada zatvoriti sušionicu","kada-otvoriti-a-kada-zatvoriti-susionicu","publish","https://drycured.com/2026/06/06/kada-otvoriti-a-kada-zatvoriti-susionicu/","1204","21","8","1","1","1","1","1","1","practical_guide","process","drying_maturation","general_multiple_products","intermediate"
"3341","Tanak plavi dim u domaćoj pušnici: znak mirnog dima, ne jakog dima","tanki-plavi-dim-u-domacoj-pusnici","publish","https://drycured.com/2026/06/06/tanki-plavi-dim-u-domacoj-pusnici/","1264","21","8","1","1","1","1","1","1","practical_guide","process","smoking","general_multiple_products","beginner"
"3342","Raspored proizvoda u sušionici: zašto razmak odlučuje o ravnomjernom sušenju","raspored-proizvoda-u-susionici","publish","https://drycured.com/2026/06/06/raspored-proizvoda-u-susionici/","1220","21","8","1","1","1","1","1","1","practical_guide","process","drying_maturation","general_multiple_products","beginner"
"3343","Prva 72 sata sušenja kobasica: najosjetljiviji početak procesa","prva-72-sata-susenja-kobasica","publish","https://drycured.com/2026/06/06/prva-72-sata-susenja-kobasica/","1200","21","9","1","1","1","1","1","1","practical_guide","process","drying_maturation","sausages_salami","intermediate"
"3344","Kako prepoznati presporo sušenje suhomesnatih proizvoda","kako-prepoznati-presporo-susenje","publish","https://drycured.com/2026/06/06/kako-prepoznati-presporo-susenje/","1181","21","9","1","1","1","1","1","1","troubleshooting","problems","drying_maturation","general_multiple_products","intermediate"
"3345","Kako voditi dimljenje u ciklusima: dim, odmor i kontrola mirisa","kako-voditi-dimljenje-u-ciklusima","publish","https://drycured.com/2026/06/06/kako-voditi-dimljenje-u-ciklusima/","1207","21","7","1","1","1","1","1","1","practical_guide","process","smoking","general_multiple_products","intermediate"
"3346","Sezona sušenja i planiranje šarže: kada vrijeme radi za proizvod","sezona-susenja-i-planiranje-sarze","publish","https://drycured.com/2026/06/06/sezona-susenja-i-planiranje-sarze/","1196","21","8","1","1","1","1","1","1","practical_guide","planning","general_process","general_multiple_products","beginner"
"3347","Kako prepoznati dobar miris u sušionici","kako-prepoznati-dobar-miris-u-susionici","publish","https://drycured.com/2026/06/06/kako-prepoznati-dobar-miris-u-susionici/","1228","21","8","1","1","1","1","1","1","practical_guide","safety","drying_maturation","general_multiple_products","beginner"
"3348","Kada je suhomesnati proizvod spreman za pakiranje","kada-je-suhomesnati-proizvod-spreman-za-pakiranje","publish","https://drycured.com/2026/06/06/kada-je-suhomesnati-proizvod-spreman-za-pakiranje/","1184","21","8","1","1","1","1","1","1","practical_guide","process","storage_packaging","general_multiple_products","intermediate"
"3349","pH u fermentiranim kobasicama: što brojka govori, a što ne govori","ph-u-fermentiranim-kobasicama","publish","https://drycured.com/2026/06/06/ph-u-fermentiranim-kobasicama/","1328","21","8","1","1","1","1","1","1","scientific_explanation","understanding","fermentation","sausages_salami","intermediate"
"3350","Šećeri u fermentaciji kobasica: hrana za kulturu, ne slatki dodatak","seceri-u-fermentaciji-kobasica","publish","https://drycured.com/2026/06/06/seceri-u-fermentaciji-kobasica/","1266","21","7","1","1","1","1","1","1","scientific_explanation","understanding","fermentation","sausages_salami","intermediate"
"3351","Prirodna fermentacija i starter kulture: dvije logike istog cilja","prirodna-fermentacija-i-starter-kulture","publish","https://drycured.com/2026/06/06/prirodna-fermentacija-i-starter-kulture/","1279","21","8","1","1","1","1","1","1","scientific_explanation","understanding","fermentation","sausages_salami","intermediate"
